                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.35933,                0.45755,                0.30722,                0.88407,                0.65147,                0.69007,                0.64438,                0.56183,                0.65485,                0.68876,                0.63628,                0.53218,                0.45976,                0.94097,                0.70998,                 1.0436,             0.00069807,             0.00069807,             0.00069807
                     96,                0.35658,                0.48228,                0.31374,                0.88492,                 0.6822,                0.59122,                0.61488,                0.52646,                0.68048,                0.58964,                0.60427,                0.49283,                0.46715,                 1.1029,                0.68658,                 1.0495,             0.00069021,             0.00069021,             0.00069021
                     97,                0.35291,                0.45173,                0.30353,                0.87736,                0.72613,                 0.5367,                0.61011,                0.53571,                0.73637,                 0.5405,                0.61538,                0.51477,                0.46675,                 1.0578,                0.74342,                 1.0443,             0.00068235,             0.00068235,             0.00068235
                     98,                 0.3534,                 0.4664,                0.30422,                0.88111,                0.81295,                0.46828,                0.55448,                0.49853,                0.81849,                0.47129,                0.55565,                0.46942,                0.46032,                  1.036,                0.68819,                 1.0404,             0.00067449,             0.00067449,             0.00067449
                     99,                 0.3399,                0.45134,                0.28668,                0.87709,                0.64254,                 0.5338,                0.57793,                0.52006,                0.64915,                 0.5376,                0.58101,                0.48793,                0.45041,                 1.0476,                0.72512,                 1.0401,             0.00066663,             0.00066663,             0.00066663
                    100,                0.34326,                0.44448,                0.29564,                0.87568,                0.74788,                0.57404,                0.66499,                0.56782,                0.73718,                0.57578,                0.67068,                0.53925,                0.48739,                0.98488,                0.70454,                 1.0859,             0.00065877,             0.00065877,             0.00065877
                    101,                0.35574,                0.45049,                0.30372,                0.87977,                0.63002,                0.56896,                0.61476,                0.54492,                0.64727,                 0.5633,                0.60907,                0.52614,                0.46581,                 1.0589,                0.61662,                 1.0754,             0.00065091,             0.00065091,             0.00065091
                    102,                0.34874,                0.45628,                0.30233,                0.87845,                0.74027,                0.47574,                 0.5489,                0.48976,                0.74756,                0.47564,                0.54936,                0.47064,                0.46071,                0.95336,                0.75518,                  1.047,             0.00064305,             0.00064305,             0.00064305
                    103,                0.34226,                0.44689,                0.28423,                0.87012,                0.68136,                0.66074,                0.62227,                0.57058,                0.70042,                0.66312,                0.62678,                0.54356,                0.45885,                 1.0613,                0.71944,                 1.0529,             0.00063519,             0.00063519,             0.00063519
                    104,                0.34677,                0.43826,                0.30059,                0.88028,                0.64017,                0.71562,                0.60309,                0.53628,                0.64675,                0.72512,                 0.6027,                0.51702,                0.44884,                  1.055,                 0.6773,                 1.0355,             0.00062733,             0.00062733,             0.00062733
                    105,                0.35408,                0.44768,                0.29362,                0.87993,                0.76832,                0.57199,                0.58968,                0.49352,                0.77605,                0.57757,                 0.5949,                0.47661,                0.45209,                0.96743,                0.76636,                  1.039,             0.00061947,             0.00061947,             0.00061947
                    106,                0.33938,                0.44352,                0.29572,                0.87685,                0.65498,                0.61997,                0.58022,                0.49993,                0.65261,                0.61761,                0.57559,                 0.4804,                0.47255,                 1.1663,                0.67776,                 1.0664,             0.00061161,             0.00061161,             0.00061161
                    107,                0.33748,                0.42868,                0.27689,                0.86681,                0.78252,                0.62156,                0.66018,                0.56085,                0.78087,                0.61998,                0.66125,                0.53215,                0.46089,                 1.1102,                0.70612,                 1.0594,             0.00060375,             0.00060375,             0.00060375
                    108,                0.33731,                0.41936,                0.29128,                0.87103,                0.65341,                0.64015,                0.62613,                0.54071,                0.65341,                0.64015,                0.62202,                0.51273,                0.46078,                  1.115,                0.65619,                 1.0571,             0.00059589,             0.00059589,             0.00059589
                    109,                0.33565,                0.43304,                0.28347,                0.86999,                0.68835,                0.56055,                0.58842,                0.51101,                0.69524,                0.56754,                0.59548,                0.48396,                0.46743,                 1.1948,                0.65388,                 1.0594,             0.00058803,             0.00058803,             0.00058803
